Trimmed Stress,Trimmed Strain
1.6017606293999999e-12,-6.815842336371989e-18
202.85305213,3.0768623037898644e-06
231.575492768,6.196033766900995e-05
243.932880638,0.00020137715415336692
249.48356605599997,0.0003742582564877483
252.82227864900003,0.0005579925717649453
255.304950995,0.0007458859023847934
257.332662966,0.0009360054421872375
259.036194003,0.0011276959411141896
260.47822925400004,0.0013206270720200167
261.729540609,0.001514449435250513
262.85164447299996,0.0017088553144575197
272.507519704,0.004222773064644699
279.709513467,0.006742327560459632
286.301021491,0.009258780860238094
292.577796942,0.01177054531769539
298.623841048,0.014277163347966295
304.473115797,0.016778404091452655
310.139710393,0.019274216001205276
315.638138713,0.021764555271998325
320.981435341,0.024249391493521715
326.178836871,0.026728705082644737
331.237039995,0.029202474071676063
336.161145983,0.031670678489294425
340.95657617,0.03413330211013188
345.628607363,0.036590331075918796
350.182023254,0.03904175686989785
354.620971101,0.041487581277177825
358.94815512599996,0.04392779559410176
363.167490671,0.0463624052449318
367.283874824,0.04879144287138583
371.30224019199994,0.0512149466598406
375.227240146,0.0536329519323832
379.063530637,0.05604547552322226
382.81589087699996,0.05845251766186386
386.488367534,0.06085407872304926
390.083929081,0.0632501603262756
393.60418801099996,0.06564076709963199
397.050371135,0.06802591206396885
400.42394695800004,0.07040562086577579
403.72605958199995,0.07277992931614811
406.957620986,0.07514887187601549
