Material1,,,Sim.p1,,,,Sim.p2,,,,Sim.p3,,,,Sim.p4,,,,Sim.p5,,,,Sim.p6,,,,Sim.p7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exp,,,450131,,,,450259,,,,450131,,,,450131,,,,450131,,,,450131,,,,450131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"True stress, MPa","True plastic strain, -",,"True stress, MPa","True strain, -","True plastic strain, -",,"True stress, MPa","True strain, -","True plastic strain, -",,"True stress, MPa","True strain, -","True plastic strain, -",,"True stress, MPa","True strain, -","True plastic strain, -",,"True stress, MPa","True strain, -","True plastic strain, -",,"True stress, MPa","True strain, -","True plastic strain, -",,"True stress, MPa","True strain, -","True plastic strain, -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.1083706,-0.000174353,,1785.579295,0.050788654,4.68E-02,,1108.590051,0.022933218,2.05E-02,,1101.916383,0.022935637,2.05E-02,,1268.741027,0.022875914,2.01E-02,,1220.920615,0.022893008,2.02E-02,,1217.665144,0.022894173,2.02E-02,,1175.459162,0.022909262,2.03E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.853386,-0.000169777,,1791.873833,0.052631723,4.87E-02,,1115.643426,0.024896225,2.24E-02,,1109.928198,0.024898301,2.24E-02,,1283.864009,0.024836062,2.20E-02,,1233.788211,0.024853953,2.21E-02,,1230.385697,0.024855169,2.21E-02,,1189.795246,0.024869672,2.22E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.5997355,-0.000160773,,1797.631434,0.05447158,5.05E-02,,1121.663304,0.026855745,2.44E-02,,1116.758396,0.026857532,2.44E-02,,1296.946027,0.026793084,2.39E-02,,1244.871657,0.026811679,2.40E-02,,1241.339324,0.026812942,2.41E-02,,1202.462016,0.026826823,2.42E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.2036759,-0.00015058,,1802.903487,0.056308218,5.23E-02,,1126.826467,0.02881173,2.63E-02,,1122.609522,0.028813272,2.63E-02,,1308.309038,0.028746877,2.58E-02,,1254.460024,0.028766098,2.60E-02,,1250.812802,0.028767401,2.60E-02,,1213.688351,0.028780649,2.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.5105947,-0.000146059,,1807.735796,0.058141633,5.41E-02,,1131.273846,0.030764144,2.83E-02,,1127.642896,0.030765478,2.83E-02,,1318.216395,0.030697364,2.78E-02,,1262.787962,0.030717141,2.79E-02,,1259.038798,0.030718479,2.79E-02,,1223.668416,0.030731095,2.80E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.8960643,-0.000133549,,1812.169296,0.059971825,5.59E-02,,1135.11869,0.032712962,3.02E-02,,1131.988399,0.032714117,3.02E-02,,1326.884353,0.03264448,2.97E-02,,1270.046579,0.032664752,2.98E-02,,1266.206708,0.032666123,2.99E-02,,1232.567079,0.032678115,2.99E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187.574944,-0.0001278,,1816.240656,0.061798791,5.78E-02,,1138.453082,0.034658164,3.21E-02,,1135.75158,0.034659167,3.21E-02,,1334.49103,0.034588178,3.16E-02,,1276.392734,0.034608893,3.18E-02,,1272.471955,0.034610292,3.18E-02,,1240.524186,0.034621675,3.19E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.562436,-0.000127617,,1819.982815,0.063622533,5.96E-02,,1141.352499,0.03659974,3.41E-02,,1139.019019,0.036600612,3.41E-02,,1341.184418,0.036528417,3.35E-02,,1281.956191,0.036549529,3.37E-02,,1277.963074,0.036550953,3.37E-02,,1247.658495,0.036561747,3.38E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.7518638,-0.000122936,,1823.425371,0.065443052,6.14E-02,,1143.879403,0.038537679,3.60E-02,,1141.862458,0.03853844,3.60E-02,,1347.088215,0.03846517,3.55E-02,,1286.845003,0.038486637,3.56E-02,,1282.787075,0.038488085,3.56E-02,,1254.071081,0.038498308,3.57E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.0300484,-0.000128366,,1826.595053,0.06726035,6.32E-02,,1146.085988,0.04047198,3.79E-02,,1144.341889,0.040472644,3.79E-02,,1352.306466,0.040398413,3.74E-02,,1291.149996,0.0404202,3.76E-02,,1287.033903,0.040421667,3.76E-02,,1259.84823,0.040431342,3.76E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.3574476,-0.00014375,,1829.516053,0.069074432,6.50E-02,,1148.016206,0.042402639,3.99E-02,,1146.507843,0.04240322,3.99E-02,,1356.927585,0.042328128,3.93E-02,,1294.948159,0.042350203,3.95E-02,,1290.77978,0.042351689,3.95E-02,,1265.063795,0.042360838,3.96E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203.7845233,-0.000177121,,1832.210255,0.0708853,6.68E-02,,1149.707283,0.044329659,4.18E-02,,1148.40301,0.044330168,4.18E-02,,1361.027138,0.044254304,4.12E-02,,1298.305068,0.044276639,4.14E-02,,1294.08962,0.044278141,4.14E-02,,1269.781359,0.044286786,4.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207.2739011,-0.000167281,,1834.697476,0.072692961,6.86E-02,,1151.190802,0.046253042,4.37E-02,,1150.06365,0.046253488,4.37E-02,,1364.669955,0.046176931,4.31E-02,,1301.276859,0.0461995,4.33E-02,,1297.018981,0.046201017,4.33E-02,,1274.055931,0.046209181,4.34E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.7212595,-0.00018013,,1836.995675,0.07449742,7.04E-02,,1152.493704,0.048172792,4.56E-02,,1151.520686,0.048173184,4.56E-02,,1367.911914,0.048096003,4.51E-02,,1303.911736,0.048118784,4.52E-02,,1299.615558,0.048120315,4.52E-02,,1277.935326,0.04812802,4.53E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.2385295,-0.000181624,,1839.121134,0.076298682,7.22E-02,,1153.639083,0.050088915,4.75E-02,,1152.800558,0.050089261,4.75E-02,,1370.801313,0.050011518,4.70E-02,,1306.251253,0.05003449,4.71E-02,,1301.92046,0.050036033,4.71E-02,,1281.46123,0.050043303,4.72E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.8409145,-0.000195943,,,,,,1154.64677,0.052001419,4.94E-02,,1153.925951,0.052001723,4.94E-02,,1373.380053,0.051923474,4.89E-02,,1308.331349,0.05194662,4.90E-02,,1303.969232,0.051948174,4.91E-02,,1284.670099,0.05195503,4.91E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221.4632016,-0.000194674,,,,,,1155.533849,0.053910311,5.13E-02,,1154.916378,0.053910579,5.13E-02,,1375.684577,0.053831873,5.08E-02,,1310.183151,0.053855176,5.09E-02,,1305.792653,0.053856739,5.10E-02,,1287.593987,0.053863203,5.10E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225.1593779,-0.000191395,,,,,,1156.315104,0.055815599,5.32E-02,,1155.788699,0.055815836,5.32E-02,,1377.746641,0.055736716,5.27E-02,,1311.833728,0.055760162,5.28E-02,,1307.417486,0.055761734,5.29E-02,,1290.261219,0.055767827,5.29E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228.9322834,-0.000203598,,,,,,1157.003403,0.057717293,5.51E-02,,1156.55755,0.057717502,5.51E-02,,1379.594003,0.057638008,5.46E-02,,1313.30669,0.057661584,5.47E-02,,1308.867066,0.057663164,5.48E-02,,1292.696882,0.057668906,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232.7844456,-0.00021268,,,,,,1157.609989,0.059615403,5.70E-02,,1157.235665,0.059615587,5.70E-02,,1381.25101,0.059535754,5.65E-02,,1314.622679,0.059559448,5.66E-02,,1310.161797,0.059561035,5.67E-02,,1294.923268,0.059566446,5.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236.6261538,-0.000216393,,,,,,1158.144676,0.061509938,5.89E-02,,1157.834152,0.0615101,5.89E-02,,1382.739065,0.061429959,5.84E-02,,1315.799804,0.06145376,5.85E-02,,1311.319574,0.061455355,5.85E-02,,1296.960296,0.061460453,5.86E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.4722077,-0.000204295,,,,,,1158.616032,0.063400908,6.08E-02,,1158.362696,0.063401051,6.08E-02,,1384.077041,0.063320631,6.02E-02,,1316.853995,0.06334453,6.04E-02,,1312.356134,0.063346131,6.04E-02,,1298.825796,0.063350935,6.05E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.3431424,-0.00021126,,,,,,1159.031552,0.065288326,6.27E-02,,1158.829755,0.06528845,6.27E-02,,1385.281597,0.065207777,6.21E-02,,1317.799261,0.065231765,6.23E-02,,1313.285314,0.065233371,6.23E-02,,1300.535741,0.065237899,6.23E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.2270424,-0.000202532,,,,,,1159.397798,0.0671722,6.46E-02,,1159.2427,0.067172309,6.46E-02,,1386.367444,0.067091405,6.40E-02,,1318.647926,0.067115475,6.42E-02,,1314.119285,0.067117086,6.42E-02,,1302.104474,0.067121354,6.42E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.1392733,-0.000194106,,,,,,1159.720507,0.069052544,6.65E-02,,1159.607965,0.069052638,6.65E-02,,1387.347577,0.068971524,6.59E-02,,1319.410839,0.068995668,6.61E-02,,1314.868759,0.068997284,6.61E-02,,1303.544872,0.069001307,6.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256.0415303,-0.00021529,,,,,,1160.004694,0.070929368,6.84E-02,,1159.931174,0.070929449,6.84E-02,,1388.233471,0.070848143,6.78E-02,,1320.097546,0.070872355,6.79E-02,,1315.543156,0.070873975,6.80E-02,,1304.868503,0.070877769,6.80E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.9627332,-0.000219605,,,,,,1160.254768,0.072802684,7.02E-02,,1160.217259,0.072802753,7.02E-02,,1389.035268,0.072721271,6.96E-02,,1320.71645,0.072745545,6.98E-02,,1316.150768,0.072747169,6.98E-02,,1306.085759,0.072750748,6.98E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.9266087,-0.000207525,,,,,,1160.474629,0.074672504,7.21E-02,,1160.47056,0.074672561,7.21E-02,,1389.761937,0.074590918,7.15E-02,,1321.274967,0.07461525,7.17E-02,,1316.698914,0.074616877,7.17E-02,,1307.205993,0.074620255,7.17E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.9009832,-0.000202467,,,,,,1160.667734,0.076538839,7.40E-02,,1160.694922,0.076538885,7.40E-02,,1390.421436,0.076457095,7.34E-02,,1321.779686,0.076481479,7.35E-02,,1317.194094,0.07648311,7.36E-02,,1308.237653,0.076486299,7.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.9299378,-0.000203019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.9798621,-0.000210854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279.993714,-0.000214694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284.0009098,-0.000203287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288.0202946,-0.000215252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.1031941,-0.000196683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.2608154,-0.000191305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.3785573,-0.000206767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.4891078,-0.000219533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.6032353,-0.000218701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.7420407,-0.000207981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.9367205,-0.000192408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.122591,-0.000220804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325.2654016,-0.000207306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.421187,-0.000204413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.5933059,-0.000202895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.805491,-0.000211798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0452907,-0.000206808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346.2776201,-0.000209871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.5277729,-0.000207875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.7991924,-0.000222636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.1832931,-0.000209499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.7142293,-0.000205231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.3291962,-0.000207257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372.9827302,-0.000219908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377.6710133,-0.000212519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382.3983967,-0.000214043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.2324098,-0.000214023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.1083663,-0.0002052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.0158986,-0.000211984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.9617976,-0.000214104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.899426,-0.00021395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.8348395,-0.00020898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.7976472,-0.000205238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.7801804,-0.000191711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.7812122,-0.000173916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431.7965919,-0.000168605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.8523712,-0.000188489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.9555652,-0.00017335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.0532463,-0.000172806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.1950661,-0.00016714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.3768134,-0.000171457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462.5775934,-0.000167418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467.775477,-0.000156611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472.9176452,-0.000161559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478.1098613,-0.000159972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483.3611982,-0.000151973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.5631701,-0.000155894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493.8049338,-0.000142821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499.0666046,-0.000151103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504.3970605,-0.000122526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509.7868507,-0.000134618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515.1958372,-0.000119264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520.6063971,-0.000119485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525.9549186,-0.000128176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531.2830707,-0.000117448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536.6399961,-9.86965E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.0319392,-0.000107129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547.4186864,-9.29276E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552.8111908,-9.55509E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558.2403979,-9.27043E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563.7550493,-7.22658E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569.3453833,-6.68963E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574.9354655,-5.80014E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580.5173556,-5.72445E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586.0569454,-5.41661E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591.5877146,-4.18437E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597.1398119,-3.59524E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602.6934715,-2.45487E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608.2057521,-3.90365E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613.7172826,-2.59995E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619.2314118,-5.15742E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624.7983119,1.24881E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630.421825,3.48548E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636.1017052,4.55512E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641.7292968,5.34687E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647.2796411,5.24971E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652.8595534,8.20199E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658.4653977,8.84838E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664.0836934,9.55312E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669.6456,0.000112098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675.1471915,0.000147963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680.7017664,0.000170469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686.3090232,0.000179166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691.9529475,0.000204248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697.6168246,0.000231377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703.2416554,0.000256936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708.8345507,0.000278585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
