6	header
postResults v2.0.2	--cr texture,f,p --time 512grains512_tensionX.spectralOut
addCauchy v2.0.2	512grains512_tensionX.txt
addStrainTensors v2.0.2	--left --logarithmic 512grains512_tensionX.txt
addMises v2.0.2	-s Cauchy 512grains512_tensionX.txt
addMises v2.0.2	-e ln(V) 512grains512_tensionX.txt
inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	texture	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(Cauchy)	Mises(ln(V))
0	0.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	6.13798216321e-12	-5.13004670219e-13	9.78207603579e-14	-5.13004670219e-13	6.92654119504e-12	4.30065306802e-13	9.78207603579e-14	4.30065306802e-13	7.3844186606e-12	6.13798216321e-12	-5.13004670219e-13	9.78207603579e-14	-5.13004670219e-13	6.92654119504e-12	4.30065306802e-13	9.78207603579e-14	4.30065306802e-13	7.3844186606e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6017606294e-12	0.0
6	2.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0002	7.94093388051e-23	-2.3127969927e-21	-6.89455040563e-22	0.999937780351	1.65436122511e-23	9.26442286059e-23	7.41153828848e-22	0.999942801107	40.6589785155	0.544048818918	0.618985326198	0.54390618715	6.16107283356e-07	-0.271789882911	0.618826155711	-0.271791247608	8.80484065573e-07	40.6638343866	0.543971145459	0.618900061632	0.543971145455	6.16019322162e-07	-0.271752444146	0.618900061651	-0.271752444167	8.80362779835e-07	0.000199980002666	0.0	0.0	0.0	-6.22215847226e-05	0.0	0.0	0.0	-5.72005289191e-05	40.6915929895	0.000173151641476
12	4.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0004	1.5881867761e-21	-3.97212130148e-21	8.43724224804e-22	0.999875542643	-4.16899028727e-22	-1.34995875969e-21	-7.41153828848e-22	0.999885585156	81.343756799	1.08843938608	1.23831774424	1.08786877429	5.80309331933e-08	-0.543644457696	1.23768098992	-0.543649917933	7.83286509438e-08	81.3631910449	1.08812868248	1.2379766905	1.08812868249	5.80143678061e-08	-0.543494728779	1.23797669051	-0.54349472878	7.83070779029e-08	0.000399920021327	0.0	0.0	0.0	-0.000124465102459	0.0	0.0	0.0	-0.000114421389877	81.4187007783	0.000346290732539
18	6.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0006	-6.35274710441e-22	4.06972861376e-21	2.54771628666e-22	0.999813286879	5.70423750417e-21	-1.05879118407e-22	1.29701920048e-21	0.999828352155	122.05434178	1.63317185939	1.85799725547	1.6318877921	8.07903286042e-08	-0.815563638752	1.85656439561	-0.815575927739	9.87606963709e-08	122.098093057	1.63247275429	1.85722989478	1.63247275429	8.07557450237e-08	-0.815226807537	1.85722989479	-0.815226807538	9.87199077877e-08	0.000599820071968	0.0	0.0	0.0	-0.000186730554065	0.0	0.0	0.0	-0.000171662578178	122.181344325	0.000519417282621
24	8.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0008	1.29701920048e-21	1.65105250266e-21	1.46907276789e-21	0.999751008466	-1.19114008208e-22	3.0704944338e-21	1.5352472169e-21	0.999771092531	162.783549602	2.17904682159	2.47737526555	2.17676284762	3.61117964712e-06	-1.08617269166	2.47482831307	-1.08619451311	-9.77957611479e-07	162.861371607	2.17780349309	2.47601145548	2.17780349361	3.60911916704e-06	-1.08557474702	2.47601145535	-1.08557474828	-9.77419239898e-07	0.000799680170564	0.0	0.0	0.0	-0.000249022537538	0.0	0.0	0.0	-0.000228933672313	162.972334257	0.000692535979048
30	10.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.001	-1.45583787809e-21	3.45430623802e-21	1.21595550045e-21	0.99968572465	1.32348898008e-21	-5.55865371636e-21	-9.52912065661e-22	0.999711380125	200.780060085	2.78092466649	3.00046036297	2.77727345504	0.000810073369864	-1.32382258491	2.99659777679	-1.3238565285	0.000760589491297	200.901164215	2.77894857976	2.99840522492	2.77894861782	0.000809497742896	-1.32291584467	2.99840522901	-1.3229158143	0.000760068532439	0.000999500333083	0.0	0.0	0.0	-0.000314324744848	0.0	0.0	0.0	-0.000288661533732	201.038184787	0.000867455529558
36	12.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0012	7.94093388051e-22	8.78796682776e-21	4.17560773217e-21	0.999598691554	-3.70576914424e-21	-1.5220123271e-21	-5.29395592034e-22	0.999642022831	222.824116623	3.2283492794	2.90402067301	3.22318586063	0.00033262839509	-1.85862842586	2.89950160694	-1.85870912166	0.000489600140361	222.993400269	3.22563460706	2.90170450351	3.22563457517	0.000332348692671	-1.85714603335	2.9017044125	-1.85714615997	0.000489209648335	0.00119928057548	0.0	0.0	0.0	-0.000401388991784	0.0	0.0	0.0	-0.000358041258122	223.142766314	0.00105296126161
42	14.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0014	-5.29395592034e-22	6.88214269644e-21	4.36751363428e-22	0.999493488177	1.926999955e-20	-6.58435767592e-21	-1.2493735972e-20	0.999564016744	231.181033886	3.46006333114	2.86279224455	3.45347589913	-0.000145633028249	-2.37541287664	2.85754359189	-2.37558038782	9.46391342758e-05	231.399075276	3.45673309247	2.86023868335	3.4567330897	-0.000145492859502	-2.37329404941	2.86023872118	-2.37329394133	9.45547178037e-05	0.00139902091371	0.0	0.0	0.0	-0.000506640143446	0.0	0.0	0.0	-0.000436078324333	231.566040917	0.00124758542335
48	16.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0016	-6.88214269644e-21	4.44692297309e-21	4.72154693645e-21	0.999384272607	-1.64642029123e-20	-8.99310761968e-21	4.6586812099e-21	0.999481749527	235.283804115	3.59508770932	2.85553308676	3.58713470959	-0.000166890628349	-2.77103958427	2.84949405608	-2.77130987953	-6.6881613887e-05	235.550838388	3.59120590186	2.8527280351	3.59120591165	-0.000166710427659	-2.7683175324	2.85272807627	-2.76831754882	-6.68159146371e-05	0.0015987213637	0.0	0.0	0.0	-0.000615917030959	0.0	0.0	0.0	-0.000518384811193	235.733637121	0.00144501244199
54	18.0	nan	nan	1	1	0.25	0.25	0.25	256.5	1.0018	2.51462906216e-21	-3.91752738105e-21	1.95876369053e-20	0.999274380949	-3.44107134822e-21	6.25017670845e-21	1.90582413132e-20	0.999397429754	237.961285241	3.6542699645	2.85269869088	3.64505722292	3.36659440144e-05	-3.16899632046	2.84585720114	-3.16938654169	-6.72113345212e-05	238.277658894	3.64990342033	2.84964081304	3.64990338967	3.36257160528e-05	-3.16559939541	2.84964081761	-3.16559939228	-6.71392890397e-05	0.00179838194138	0.0	0.0	0.0	-0.000725882439924	0.0	0.0	0.0	-0.000602751864413	238.475660215	0.00164333775244
