Trimmed Stress,Trimmed Strain
1.6017606294e-12,-6.81584233637199e-18
40.6915929895,-6.80336863234654e-18
81.4187007783,-1.6367366338800428e-07
122.181344325,-4.911007415774396e-07
162.962018259,-8.963998452016664e-07
200.153458424,1.634245535636473e-05
220.292308842,0.0001174651968635158
227.87205916,0.0002803964423210934
231.731499978,0.0004616065267578006
234.34038404,0.0006489167091399746
236.394111149,0.0008389399616817329
238.081392362,0.0010307481014692537
239.480381417,0.0012239288170281313
240.674806093,0.0014180678399985372
241.732612695,0.0016128248101893723
242.680133012,0.0018080674405505837
251.115980082,0.004327871525734358
257.593583679,0.006851047580919945
263.587960946,0.009370457637748178
269.327232363,0.011884855817107921
274.876238556,0.014393875291672504
280.258461113,0.016897376299641453
285.485116155,0.019395325704463073
290.569877515,0.021887687429282758
295.52336675,0.024374438117948875
300.352931851,0.026855557451950167
305.063229847,0.029331027260308146
309.658648636,0.031800832590055665
314.143872898,0.03426496123375319
318.523057728,0.0367234024360613
322.800199806,0.03917615681623118
326.978100139,0.04162322584396447
331.059289209,0.044064603313905985
335.047631939,0.046500313579261765
338.947371825,0.048930395267426804
342.762563597,0.05135489061413679
346.49712524,0.05377383326050733
350.155366042,0.05618723214067405
353.741239766,0.058595090172809346
357.257929178,0.06099741277784669
360.707544614,0.06339420589334417
364.091073608,0.06578547953632828
367.409590279,0.06817125370318741
370.664109591,0.07055156013742742
373.855468894,0.07292643442384063
376.9846862,0.07529591170586297
