Trimmed Stress,Trimmed Strain
1.6017606294e-12,-6.81584233637199e-18
40.6915929895,-6.80336863234654e-18
81.4187007783,-1.6367366338800428e-07
122.181344325,-4.911007415774396e-07
162.979543279,-9.823487900764228e-07
203.456151332,1.1524247418273539e-07
236.790288565,3.632166228581795e-05
253.59912551,0.00015382027445666967
260.749529819,0.0003188327203588045
264.719272319,0.000499465542677527
267.46297528,0.0006860781958429984
269.647891487,0.0008754065589664001
271.471672629,0.001066502063106346
273.009952913,0.001258964930954728
274.32080092,0.0014524990307197357
275.469908385,0.0016467815498994727
284.786493127,0.004162400488917363
291.328348751,0.006685070155483954
297.217629723,0.009204848575878272
302.803540118,0.01171985102177965
308.181203027,0.014229589713849609
313.387632864,0.01673382982634874
318.437741257,0.019232504558133585
323.341317345,0.02172559660907343
328.10952908,0.024213086579586224
332.751105951,0.026694968794584124
337.272556167,0.02917123702971224
341.678375274,0.031641880891937604
345.972653185,0.03410688904058454
350.160097658,0.03656624474801154
354.245419564,0.039019930999030596
358.23271289,0.041467939500830255
362.124742618,0.043910261538006465
365.924437194,0.04634689128968002
369.635274604,0.048777859781058655
373.261015344,0.05120321652400817
376.805957027,0.05362300495254389
380.274101537,0.0560372529850728
383.669554901,0.058445970677750585
386.995869773,0.0608491566960563
390.255198933,0.06324680375293948
393.449365733,0.06563890542663799
396.580283682,0.06802547164945186
399.649218012,0.07040652833334181
402.656320609,0.07278211404819962
405.601907849,0.07515226583167613
